X,Y,OBJECTID,DATE,latitude,longitude,CD1____KM_,CD2____KM_,CD3____KM_,CD4____KM_,WD1__G_KM_,WD2__G_KM_,WD3__G_KM_,WD4__G_KM_,SEA_STATE_,SOURCE,INFO,CD4
-155.93,32.33,570,9/8/10,32.33,-155.93,0,0,0,5.04,0,0,0,113.34,0,H. Carson,ENPG 2010,5.04
-157.43,31.6,571,6/8/10,31.6,-157.43,0,0,0,31.09,0,0,0,2176.74,0,H. Carson,ENPG 2010,31.09
-151.5,36.22,572,9/8/10,36.22,-151.5,0,0,0,44.52,0,0,0,14718.12,0,H. Carson,ENPG 2010,44.52
-148.6,37.18,573,10/8/10,37.18,-148.6,0,0,0,30.8,0,0,0,12096.02,0,H. Carson,ENPG 2010,30.8
-157.98,23.25,574,29/07/2010,23.25,-157.98,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-157.08,27.12,575,31/07/2010,27.12,-157.08,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-156.08,29.65,576,8/1/10,29.65,-156.08,0,0,0,5.88,0,0,0,406.65,0,H. Carson,ENPG 2010,5.88
-156.08,29.65,577,1/8/10,29.65,-156.08,0,0,0,17.64,0,0,0,14456.08,0,H. Carson,ENPG 2010,17.64
-155.08,33.9,578,3/8/10,33.9,-155.08,0,0,0,4.58,0,0,0,316.72,0,H. Carson,ENPG 2010,4.58
-155.08,33.9,579,3/8/10,33.9,-155.08,0,0,0,9.16,0,0,0,457.91,0,H. Carson,ENPG 2010,9.16
-154.52,35.45,580,4/8/10,35.45,-154.52,0,0,0,6.24,0,0,0,12743.88,0,H. Carson,ENPG 2010,6.24
-150.95,37.73,581,6/8/10,37.73,-150.95,0,0,0,4.05,0,0,0,202.53,0,H. Carson,ENPG 2010,4.05
-145.03,41.43,582,9/8/10,41.43,-145.03,0,0,0,5.81,0,0,0,290.29,0,H. Carson,ENPG 2010,5.81
-143.22,41.98,583,10/8/10,41.98,-143.22,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-156.93,26.38,584,27/07/2010,26.38,-156.93,0,0,0,29.34,0,0,0,1907.73,0,H. Carson,ENPG 2010,29.34
-155.52,27.88,585,28/07/2010,27.88,-155.52,0,0,0,28.94,0,0,0,2079.92,0,H. Carson,ENPG 2010,28.94
-153.57,29.55,586,29/07/2010,29.55,-153.57,0,0,0,13.48,0,0,0,9758.53,0,H. Carson,ENPG 2010,13.48
-151.33,31.12,587,30/07/2010,31.12,-151.33,0,0,0,12.23,0,0,0,672.45,0,H. Carson,ENPG 2010,12.23
-149.73,32.7,588,31/07/2010,32.7,-149.73,0,0,0,2.83,0,0,0,141.44,0,H. Carson,ENPG 2010,2.83
-146.93,36.25,589,2/8/10,36.25,-146.93,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-146.02,37.63,590,3/8/10,37.63,-146.02,0,0,0,0.7,0,0,0,34.92,0,H. Carson,ENPG 2010,0.7
-143.33,37.87,591,4/8/10,37.87,-143.33,0,0,0,1.86,0,0,0,627.97,0,H. Carson,ENPG 2010,1.86
-141.02,38.08,592,5/8/10,38.08,-141.02,0,0,0,1.44,0,0,0,143.67,0,H. Carson,ENPG 2010,1.44
-137.68,38.17,593,6/8/10,38.17,-137.68,0,0,0,10.47,0,0,0,717.39,0,H. Carson,ENPG 2010,10.47
-134.77,38.32,594,7/8/10,38.32,-134.77,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-132.2,38.15,595,8/8/10,38.15,-132.2,0,0,0,0.54,0,0,0,42.95,0,H. Carson,ENPG 2010,0.54
-156.88,23.25,596,27/07/2010,23.25,-156.88,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-155.18,24.53,597,28/07/2010,24.53,-155.18,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-153.32,26.12,598,29/07/2010,26.12,-153.32,0,0,0,30.43,0,0,0,1521.46,0,H. Carson,ENPG 2010,30.43
-151.33,27.83,599,30/07/2010,27.83,-151.33,0,0,0,4.79,0,0,0,9781.71,0,H. Carson,ENPG 2010,4.79
-149.95,29.97,600,31/07/2010,29.97,-149.95,0,0,0,19.55,0,0,0,11102.41,0,H. Carson,ENPG 2010,19.55
-148.85,32.27,601,1/8/10,32.27,-148.85,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-147.73,34.72,602,8/8/10,34.72,-147.73,0,0,0,4.43,0,0,0,1490.86,0,H. Carson,ENPG 2010,4.43
-146.37,36.4,603,3/8/10,36.4,-146.37,0,0,0,8.95,0,0,0,3012.77,0,H. Carson,ENPG 2010,8.95
-143.92,36.72,604,4/8/10,36.72,-143.92,0,0,0,8.47,0,0,0,2853.59,0,H. Carson,ENPG 2010,8.47
-141.3,36.75,605,5/8/10,36.75,-141.3,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-138.77,36.9,606,6/8/10,36.9,-138.77,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-135.83,37.32,607,7/8/10,37.32,-135.83,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2010,0
-148.98,36.55,608,2/8/10,36.55,-148.98,0,0,0,102.33,0,0,0,32969.78,0,H. Carson,ENPG 2010,102.33
-146.62,36.63,609,3/8/10,36.63,-146.62,0,0,0,91.88,0,0,0,11054.42,0,H. Carson,ENPG 2010,91.88
-157.97,24.53,610,24/07/2011,24.53,-157.97,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2011,0
-156.68,28.72,611,25/07/2011,28.72,-156.68,0,0,0,11.14,0,0,0,663.75,0,H. Carson,ENPG 2011,11.14
-153.58,31.57,612,26/07/2011,31.57,-153.58,0,0,0,59.47,0,0,0,6725.89,0,H. Carson,ENPG 2011,59.47
-151.52,34.58,613,27/07/2011,34.58,-151.52,0,0,0,93.06,0,0,0,30559.18,0,H. Carson,ENPG 2011,93.06
-148.88,37.25,614,28/07/2011,37.25,-148.88,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2011,0
-147.32,39.33,615,29/07/2011,39.33,-147.32,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2011,0
-142.85,39.22,616,30/07/2011,39.22,-142.85,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2011,0
-138.69,38.8,617,31/07/2011,38.8,-138.69,0,0,0,21.22,0,0,0,2112.68,0,H. Carson,ENPG 2011,21.22
-134.1,38.85,618,1/8/11,38.85,-134.1,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2011,0
-130.13,38.58,619,2/8/11,38.58,-130.13,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2011,0
-125.32,39.1,620,3/8/11,39.1,-125.32,0,0,0,12.66,0,0,0,4263.41,0,H. Carson,ENPG 2011,12.66
-157.42,28.27,621,27/07/2011,28.27,-157.42,0,0,0,21.72,0,0,0,905.11,0,H. Carson,ENPG 2011,21.72
-156.04,33.98,622,29/07/2011,33.98,-156.04,0,0,0,6.36,0,0,0,12979.45,0,H. Carson,ENPG 2011,6.36
-155.27,36.5,623,30/07/2011,36.5,-155.27,0,0,0,58.79,0,0,0,120047.68,0,H. Carson,ENPG 2011,58.79
-156.68,37.48,624,31/07/2011,37.48,-156.68,0,0,0,34.49,0,0,0,19596.52,0,H. Carson,ENPG 2011,34.49
-152.48,37.54,625,1/8/11,37.54,-152.48,0,0,0,23.94,0,0,0,18625.32,0,H. Carson,ENPG 2011,23.94
-152.23,37.53,626,1/8/11,37.53,-152.23,0,0,0,7.71,0,0,0,1585.1,0,H. Carson,ENPG 2011,7.71
-145.27,37.27,627,3/8/11,37.27,-145.27,0,0,0,4.43,0,0,0,3160.07,0,H. Carson,ENPG 2011,4.43
-159.52,31.13,628,7/8/11,31.13,-159.52,0,0,0,5.82,0,0,0,290.91,0,H. Carson,ENPG 2011,5.82
-159.17,34.18,629,8/8/11,34.18,-159.17,0,0,0,46.96,0,0,0,6524.58,0,H. Carson,ENPG 2011,46.96
-158.22,36.18,630,9/8/11,36.18,-158.22,0,0,0,29.33,0,0,0,1947.45,0,H. Carson,ENPG 2011,29.33
-156.97,29.82,631,29/07/2011,29.82,-156.97,0,0,0,1.84,0,0,0,1708.99,0,H. Carson,ENPG 2011,1.84
-156.57,30.93,632,29/07/2011,30.93,-156.57,0,0,0,4.45,0,0,0,635.08,0,H. Carson,ENPG 2011,4.45
-155.67,32.9,633,30/07/2011,32.9,-155.67,0,0,0,7.34,0,0,0,962.99,0,H. Carson,ENPG 2011,7.34
-154.65,32.38,634,26/07/2011,32.38,-154.65,0,0,0,44.76,0,0,0,6515.52,0,H. Carson,ENPG 2011,44.76
-151.33,33.98,635,27/07/2011,33.98,-151.33,0,0,0,31.71,0,0,0,16280.18,0,H. Carson,ENPG 2011,31.71
-148.82,35.98,636,28/07/2011,35.98,-148.82,0,0,0,17.58,0,0,0,7834.67,0,H. Carson,ENPG 2011,17.58
-146.03,37.38,637,29/07/2011,37.38,-146.03,0,0,0,6.2,0,0,0,12667.55,0,H. Carson,ENPG 2011,6.2
-142.03,37.1,638,30/07/2011,37.1,-142.03,0,0,0,0.85,0,0,0,58.65,0,H. Carson,ENPG 2011,0.85
-157.34,26.09,639,28/07/2011,26.09,-157.34,0,0,0,32.05,0,0,0,2217.1,0,H. Carson,ENPG 2011,32.05
-150.93,36.31,640,5/8/11,36.31,-150.93,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2011,0
-149.31,35.78,641,6/8/11,35.78,-149.31,0,0,0,54.96,0,0,0,34583.88,0,H. Carson,ENPG 2011,54.96
-159.55,32.95,642,28/07/2011,32.95,-159.55,0,0,0,11.75,0,0,0,6786.41,0,H. Carson,ENPG 2011,11.75
-161.78,38.97,643,29/07/2011,38.97,-161.78,0,0,0,0.36,0,0,0,740.47,0,H. Carson,ENPG 2011,0.36
-162.95,40.12,644,30/07/2011,40.12,-162.95,0,0,0,13.26,0,0,0,16140.45,0,H. Carson,ENPG 2011,13.26
-160.27,43.07,645,31/07/2011,43.07,-160.27,0,0,0,3.12,0,0,0,70.14,0,H. Carson,ENPG 2011,3.12
-151.72,46.65,646,2/8/11,46.65,-151.72,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2011,0
-152.35,38.08,647,30/07/2011,38.08,-152.35,0,0,0,4.51,0,0,0,360.59,0,H. Carson,ENPG 2011,4.51
-153.64,35.77,648,29/07/2011,35.77,-153.64,0,0,0,10.59,0,0,0,5003.65,0,H. Carson,ENPG 2011,10.59
-149.57,37.89,649,31/07/2011,37.89,-149.57,0,0,0,55.58,0,0,0,21821.29,0,H. Carson,ENPG 2011,55.58
-141.99,38,650,2/8/11,38,-141.99,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2011,0
-138.8,38.19,651,3/8/11,38.19,-138.8,0,0,0,2.75,0,0,0,190.41,0,H. Carson,ENPG 2011,2.75
-128.15,36.64,652,5/8/11,36.64,-128.15,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2011,0
-124.5,35.77,653,6/8/11,35.77,-124.5,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2011,0
-156.17,24.37,654,24/07/2011,24.37,-156.17,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2011,0
-154.3,27.48,655,25/07/2011,27.48,-154.3,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2011,0
-150.97,32.4,656,27/07/2011,32.4,-150.97,0,0,0,94.52,0,0,0,46647.82,0,H. Carson,ENPG 2011,94.52
-146.5,36.55,657,29/07/2011,36.55,-146.5,0,0,0,11.4,0,0,0,911.94,0,H. Carson,ENPG 2011,11.4
-142.9,36.1,658,30/07/2011,36.1,-142.9,0,0,0,693.96,0,0,0,41348.58,0,H. Carson,ENPG 2011,693.96
-139.95,35.7,659,31/07/2011,35.7,-139.95,0,0,0,15.18,0,0,0,758.91,0,H. Carson,ENPG 2011,15.18
-136.1,36,660,1/8/11,36,-136.1,0,0,0,28.47,0,0,0,4899.22,0,H. Carson,ENPG 2011,28.47
-158.08,22.13,661,30/07/2011,22.13,-158.08,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2011,0
-158.67,22.83,662,30/07/2011,22.83,-158.67,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2011,0
-156.78,24.25,663,31/07/2011,24.25,-156.78,0,0,0,12.46,0,0,0,1240.33,0,H. Carson,ENPG 2011,12.46
-155.5,25.53,664,1/8/11,25.53,-155.5,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2011,0
-154.17,26.63,665,2/8/11,26.63,-154.17,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2011,0
-150.47,30.5,666,3/8/11,30.5,-150.47,0,0,0,8.44,0,0,0,422.21,0,H. Carson,ENPG 2011,8.44
-148.12,31.4,667,4/8/11,31.4,-148.12,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2011,0
-147.7,35.18,668,6/8/11,35.18,-147.7,0,0,0,8.67,0,0,0,693.55,0,H. Carson,ENPG 2011,8.67
-144.77,33.42,669,8/8/11,33.42,-144.77,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2011,0
-139.45,33.72,670,8/9/11,33.72,-139.45,0,0,0,31.04,0,0,0,22786.14,0,H. Carson,ENPG 2011,31.04
-136.43,33.17,671,10/8/11,33.17,-136.43,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2011,0
-132.3,31.57,672,13/08/2011,31.57,-132.3,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2011,0
-127.87,31.52,673,14/08/2011,31.52,-127.87,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2011,0
-119.8,34.17,674,16/08/2011,34.17,-119.8,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2011,0
-158.12,31.26,675,21/08/2012,31.26,-158.12,0,0,0,43.78,0,0,0,3503.51,0,H. Carson,ENPG 2012,43.78
-156.07,31.63,676,22/08/2012,31.63,-156.07,0,0,0,92.23,0,0,0,13586.79,0,H. Carson,ENPG 2012,92.23
-153.9,33.06,677,23/08/2012,33.06,-153.9,0,0,0,42.18,0,0,0,30962.47,0,H. Carson,ENPG 2012,42.18
-154.15,32.98,678,23/08/2012,32.98,-154.15,0,0,0,165.73,0,0,0,72310.85,0,H. Carson,ENPG 2012,165.73
-155.06,29.07,679,18/08/2012,29.07,-155.06,0,0,0,8.16,0,0,0,564.44,0,H. Carson,ENPG 2012,8.16
-155.03,30.03,680,18/08/2012,30.03,-155.03,0,0,0,0.05,0,0,0,50.39,0,H. Carson,ENPG 2012,0.05
-154.77,30.99,681,19/08/2012,30.99,-154.77,0,0,0,40.19,0,0,0,17649.01,0,H. Carson,ENPG 2012,40.19
-154.24,30.99,682,19/08/2012,30.99,-154.24,0,0,0,40.55,0,0,0,5736.7,0,H. Carson,ENPG 2012,40.55
-152.9,30.78,683,20/08/2012,30.78,-152.9,0,0,0,11.29,0,0,0,3800.82,0,H. Carson,ENPG 2012,11.29
-152.48,30.67,684,20/08/2012,30.67,-152.48,0,0,0,61.69,0,0,0,7506.86,0,H. Carson,ENPG 2012,61.69
-150.89,30.67,685,21/08/2012,30.67,-150.89,0,0,0,115.32,0,0,0,76836.1,0,H. Carson,ENPG 2012,115.32
-150.44,30.9,686,21/08/2012,30.9,-150.44,0,0,0,113.37,0,0,0,63786.24,0,H. Carson,ENPG 2012,113.37
-149.25,31.49,687,22/08/2012,31.49,-149.25,0,0,0,179.02,0,0,0,48641.44,0,H. Carson,ENPG 2012,179.02
-148.98,31.99,688,22/08/2012,31.99,-148.98,0,0,0,136.09,0,0,0,40809.91,0,H. Carson,ENPG 2012,136.09
-148.07,32.9,689,23/08/2012,32.9,-148.07,0,0,0,288.76,0,0,0,139259.99,0,H. Carson,ENPG 2012,288.76
-147.61,33.27,690,23/08/2012,33.27,-147.61,0,0,0,169.26,0,0,0,53054.33,0,H. Carson,ENPG 2012,169.26
-146.67,34.4,691,24/08/2012,34.4,-146.67,0,0,0,91.82,0,0,0,31693.1,0,H. Carson,ENPG 2012,91.82
-146.36,34.77,692,24/08/2012,34.77,-146.36,0,0,0,141.15,0,0,0,38084.44,0,H. Carson,ENPG 2012,141.15
-144.79,35.23,693,25/08/2012,35.23,-144.79,0,0,0,46.38,0,0,0,5813.64,0,H. Carson,ENPG 2012,46.38
-144.2,35.3,694,25/08/2012,35.3,-144.2,0,0,0,92.65,0,0,0,19225.32,0,H. Carson,ENPG 2012,92.65
-142.14,35.6,695,26/08/2012,35.6,-142.14,0,0,0,36.34,0,0,0,2544.12,0,H. Carson,ENPG 2012,36.34
-141.52,35.48,696,26/08/2012,35.48,-141.52,0,0,0,54.91,0,0,0,7213.12,0,H. Carson,ENPG 2012,54.91
-139.39,35.42,697,27/08/2012,35.42,-139.39,0,0,0,55.25,0,0,0,7172.64,0,H. Carson,ENPG 2012,55.25
-138.78,35.46,698,27/08/2012,35.46,-138.78,0,0,0,42.25,0,0,0,6092.02,0,H. Carson,ENPG 2012,42.25
-156.6,30.25,699,8/8/12,30.25,-156.6,0,0,0,9.13,0,0,0,3073.13,0,H. Carson,ENPG 2012,9.13
-156.32,30.51,700,8/8/12,30.51,-156.32,0,0,0,27.56,0,0,0,12402.44,0,H. Carson,ENPG 2012,27.56
-154.38,32.03,701,9/8/12,32.03,-154.38,0,0,0,77.11,0,0,0,48846.15,0,H. Carson,ENPG 2012,77.11
-151.57,33.05,702,10/8/12,33.05,-151.57,0,0,0,682.3,0,0,0,234435.64,0,H. Carson,ENPG 2012,682.3
-149,34.25,703,11/8/12,34.25,-149,0,0,0,460.82,0,0,0,177134.99,0,H. Carson,ENPG 2012,460.82
-146.83,35.63,704,12/8/12,35.63,-146.83,0,0,0,362.8,0,0,0,308741.06,0,H. Carson,ENPG 2012,362.8
-144.82,36.78,705,13/08/2012,36.78,-144.82,0,0,0,206.51,0,0,0,134846.88,0,H. Carson,ENPG 2012,206.51
-142.18,38.57,706,14/08/2012,38.57,-142.18,0,0,0,81.1,0,0,0,39544.12,0,H. Carson,ENPG 2012,81.1
-157.8,21.9,707,2/8/12,21.9,-157.8,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2012,0
-157.43,24.91,708,6/8/12,24.91,-157.43,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2012,0
-157.69,24.02,709,6/8/12,24.02,-157.69,0,0,0,6.49,0,0,0,448.77,0,H. Carson,ENPG 2012,6.49
-157.12,27.73,710,7/8/12,27.73,-157.12,0,0,0,21.69,0,0,0,1735.32,0,H. Carson,ENPG 2012,21.69
-157.16,26.89,711,7/8/12,26.89,-157.16,0,0,0,6.65,0,0,0,460.14,0,H. Carson,ENPG 2012,6.65
-157.08,30.4,712,8/8/12,30.4,-157.08,0,0,0,0,0,0,0,0,0,H. Carson,ENPG 2012,0
-157.13,29.67,713,9/8/12,29.67,-157.13,0,0,0,9.78,0,0,0,782.41,0,H. Carson,ENPG 2012,9.78
-156.49,32.51,714,9/8/12,32.51,-156.49,0,0,0,33.46,0,0,0,1993.38,0,H. Carson,ENPG 2012,33.46
-156.77,31.88,715,9/8/12,31.88,-156.77,0,0,0,40.45,0,0,0,33003.05,0,H. Carson,ENPG 2012,40.45
-155.55,33.8,716,10/8/12,33.8,-155.55,0,0,0,19.39,0,0,0,1260.53,0,H. Carson,ENPG 2012,19.39
-155.33,34.31,717,10/8/12,34.31,-155.33,0,0,0,56.4,0,0,0,5593.77,0,H. Carson,ENPG 2012,56.4
-154.14,35.63,718,11/8/12,35.63,-154.14,0,0,0,7.53,0,0,0,520.94,0,H. Carson,ENPG 2012,7.53
-153.26,36.19,719,12/8/12,36.19,-153.26,0,0,0,23.03,0,0,0,24315.54,0,H. Carson,ENPG 2012,23.03
-150.3,37.69,720,12/8/12,37.69,-150.3,0,0,0,17.97,0,0,0,1013.17,0,H. Carson,ENPG 2012,17.97
-151.17,37.18,721,12/8/12,37.18,-151.17,0,0,0,15.69,0,0,0,11304.63,0,H. Carson,ENPG 2012,15.69
-147.57,39.72,722,13/08/2012,39.72,-147.57,0,0,0,29.12,0,0,0,30740.78,0,H. Carson,ENPG 2012,29.12
-148.25,39.16,723,13/08/2012,39.16,-148.25,0,0,0,26.99,0,0,0,1694.62,0,H. Carson,ENPG 2012,26.99
-146.61,41.22,724,14/08/2012,41.22,-146.61,0,0,0,35.46,0,0,0,24682.9,0,H. Carson,ENPG 2012,35.46
-146.33,41.67,725,15/08/2012,41.67,-146.33,0,0,0,58.38,0,0,0,3900.68,0,H. Carson,ENPG 2012,58.38
83,5.62,726,27/05/2013,5.62,83,0,0,0,0,0,0,0,0,0,H. Carson,IOG 2013,0
83.32,5.66,727,27/05/2013,5.66,83.32,0,0,0,0,0,0,0,0,0,H. Carson,IOG 2013,0
85.04,5.9,728,28/05/2013,5.9,85.04,0,0,0,20,0,0,0,1154.4,0,H. Carson,IOG 2013,20
87.27,6.19,729,29/05/2013,6.19,87.27,0,0,0,17,0,0,0,11589.36,0,H. Carson,IOG 2013,17
87.01,6.17,730,29/05/2013,6.17,87.01,0,0,0,0,0,0,0,0,0,H. Carson,IOG 2013,0
85.53,5.95,731,28/05/2013,5.95,85.53,0,0,0,6,0,0,0,5787.64,0,H. Carson,IOG 2013,6
85.26,5.92,732,28/05/2013,5.92,85.26,0,0,0,6,0,0,0,1951.57,0,H. Carson,IOG 2013,6
89.09,6.45,733,30/05/2013,6.45,89.09,0,0,0,0,0,0,0,0,0,H. Carson,IOG 2013,0
87.37,6.2,734,29/05/2013,6.2,87.37,0,0,0,6,0,0,0,407.69,0,H. Carson,IOG 2013,6
92.05,6.49,735,1/6/13,6.49,92.05,0,0,0,7,0,0,0,464.65,0,H. Carson,IOG 2013,7
90.77,6.61,736,31/05/2013,6.61,90.77,0,0,0,52,0,0,0,2370.14,0,H. Carson,IOG 2013,52
90.6,6.63,737,31/05/2013,6.63,90.6,0,0,0,22,0,0,0,15762.43,0,H. Carson,IOG 2013,22
92.35,6.51,738,1/6/13,6.51,92.35,0,0,0,115,0,0,0,11837.28,0,H. Carson,IOG 2013,115
92.28,6.5,739,1/6/13,6.5,92.28,0,0,0,296,0,0,0,29085.88,0,H. Carson,IOG 2013,296
93.96,6.66,740,2/6/13,6.66,93.96,0,0,0,0,0,0,0,0,0,H. Carson,IOG 2013,0
93.86,6.63,741,2/6/13,6.63,93.86,0,0,0,0,0,0,0,0,0,H. Carson,IOG 2013,0
-72.72,-32.86,742,20/11/2012,-32.86,-72.72,0,0,0,14.1,0,0,0,2934.21,0,M. Thiel,SE Pacific 2012,14.1
-73.7,-32.8,743,20/11/2012,-32.8,-73.7,0,0,0,0,0,0,0,0,0,M. Thiel,SE Pacific 2012,0
-77.45,-32.5,744,21/11/2012,-32.5,-77.45,0,0,0,0,0,0,0,0,0,M. Thiel,SE Pacific 2012,0
-78.58,-32.38,745,21/11/2012,-32.38,-78.58,0,0,0,0,0,0,0,0,0,M. Thiel,SE Pacific 2012,0
-79.29,-32.3,746,21/11/2012,-32.3,-79.29,0,0,0,0,0,0,0,0,0,M. Thiel,SE Pacific 2012,0
-82.89,-31.91,747,22/11/2012,-31.91,-82.89,0,0,0,0,0,0,0,0,0,M. Thiel,SE Pacific 2012,0
-84.17,-31.77,748,22/11/2012,-31.77,-84.17,0,0,0,0,0,0,0,0,0,M. Thiel,SE Pacific 2012,0
-85.33,-31.64,749,22/11/2012,-31.64,-85.33,0,0,0,0,0,0,0,0,0,M. Thiel,SE Pacific 2012,0
-88.65,-31.2,750,23/11/2012,-31.2,-88.65,0,0,0,0,0,0,0,0,0,M. Thiel,SE Pacific 2012,0
-89.52,-31.04,751,23/11/2012,-31.04,-89.52,0,0,0,0,0,0,0,0,0,M. Thiel,SE Pacific 2012,0
-90.9,-30.8,752,23/11/2012,-30.8,-90.9,0,0,0,2,0,0,0,669.31,0,M. Thiel,SE Pacific 2012,2
-94.44,-30.02,753,24/11/2012,-30.02,-94.44,0,0,0,0.2,0,0,0,479.7,0,M. Thiel,SE Pacific 2012,0.2
-95.58,-29.75,754,24/11/2012,-29.75,-95.58,0,0,0,0,0,0,0,0,0,M. Thiel,SE Pacific 2012,0
-96.58,-29.49,755,24/11/2012,-29.49,-96.58,0,0,0,2,0,0,0,197.89,0,M. Thiel,SE Pacific 2012,2
-99.84,-28.57,756,25/11/2012,-28.57,-99.84,0,0,0,37.8,0,0,0,4541.06,0,M. Thiel,SE Pacific 2012,37.8
-101.09,-28.18,757,25/11/2012,-28.18,-101.09,0,0,0,35.7,0,0,0,6189.05,0,M. Thiel,SE Pacific 2012,35.7
-102.14,-27.85,758,25/11/2012,-27.85,-102.14,0,0,0,13.4,0,0,0,2249.58,0,M. Thiel,SE Pacific 2012,13.4
-105.43,-26.48,759,29/11/2012,-26.48,-105.43,0,0,0,21.1,0,0,0,3013.17,0,M. Thiel,SE Pacific 2012,21.1
-106.52,-26.63,760,29/11/2012,-26.63,-106.52,0,0,0,6.5,0,0,0,323,0,M. Thiel,SE Pacific 2012,6.5
-108.86,-27.43,761,4/12/12,-27.43,-108.86,0,0,0,23.7,0,0,0,3654.02,0,M. Thiel,SE Pacific 2012,23.7
-108,-27.69,762,4/12/12,-27.69,-108,0,0,0,17.2,0,0,0,3372.3,0,M. Thiel,SE Pacific 2012,17.2
-104.6,-28.71,763,5/12/12,-28.71,-104.6,0,0,0,14.3,0,0,0,2531.53,0,M. Thiel,SE Pacific 2012,14.3
-103.55,-29,764,5/12/12,-29,-103.55,0,0,0,31,0,0,0,3901.18,0,M. Thiel,SE Pacific 2012,31
-102.8,-29.19,765,5/12/12,-29.19,-102.8,0,0,0,36.2,0,0,0,3290.61,0,M. Thiel,SE Pacific 2012,36.2
-99.34,-30.04,766,6/12/12,-30.04,-99.34,0,0,0,10.3,0,0,0,516.8,0,M. Thiel,SE Pacific 2012,10.3
-98.17,-30.31,767,6/12/12,-30.31,-98.17,0,0,0,2.8,0,0,0,656.86,0,M. Thiel,SE Pacific 2012,2.8
-97.3,-30.48,768,6/12/12,-30.48,-97.3,0,0,0,14.1,0,0,0,704.72,0,M. Thiel,SE Pacific 2012,14.1
-94.22,-31.09,769,7/12/12,-31.09,-94.22,0,0,0,0,0,0,0,0,0,M. Thiel,SE Pacific 2012,0
-92.97,-31.33,770,7/12/12,-31.33,-92.97,0,0,0,7,0,0,0,468.78,0,M. Thiel,SE Pacific 2012,7
-92.17,-31.45,771,7/12/12,-31.45,-92.17,0,0,0,0.3,0,0,0,586.29,0,M. Thiel,SE Pacific 2012,0.3
-88.49,-32,772,8/12/12,-32,-88.49,0,0,0,0,0,0,0,0,0,M. Thiel,SE Pacific 2012,0
-87.3,-32.18,773,8/12/12,-32.18,-87.3,0,0,0,0,0,0,0,0,0,M. Thiel,SE Pacific 2012,0
-86.4,-32.28,774,8/12/12,-32.28,-86.4,0,0,0,0,0,0,0,0,0,M. Thiel,SE Pacific 2012,0
-82.33,-32.69,775,9/12/12,-32.69,-82.33,0,0,0,0,0,0,0,0,0,M. Thiel,SE Pacific 2012,0
-81.18,-32.81,776,9/12/12,-32.81,-81.18,0,0,0,0,0,0,0,0,0,M. Thiel,SE Pacific 2012,0
-80.28,-32.84,777,9/12/12,-32.84,-80.28,0,0,0,0,0,0,0,0,0,M. Thiel,SE Pacific 2012,0
-77.07,-32.98,778,10/12/12,-32.98,-77.07,0,0,0,0,0,0,0,0,0,M. Thiel,SE Pacific 2012,0
-75.78,-33.04,779,10/12/12,-33.04,-75.78,0,0,0,0,0,0,0,0,0,M. Thiel,SE Pacific 2012,0
-72.04,-33.01,780,11/12/12,-33.01,-72.04,0,0,0,2,0,0,0,137.48,0,M. Thiel,SE Pacific 2012,2
